"Kappa_Tau:0","Kappa_Tau:1","Rho 1","Rho 2","Temperature","Velocity:0","Velocity:1","Velocity:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.021678,3.6442e-05,1,0,88.048,0,0,-1,1,0.063232,0.125,0.075,0.19277
0.021678,3.6442e-05,1,0,88.144,0,0,-1,1,0.063488,0.125,0.075,0.19251
0.021678,3.6442e-05,1,0,88.24,0,0,-1,1,0.063744,0.125,0.075,0.19226
0.021678,3.6442e-05,1,0,88.336,0,0,-1,1,0.064,0.125,0.075,0.192
0.021678,3.6442e-05,1,0,88.432,0,0,-1,1,0.064256,0.125,0.075,0.19174
0.021678,3.6442e-05,1,0,88.528,0,0,-1,1,0.064512,0.125,0.075,0.19149
0.021678,3.6442e-05,1,0,88.624,0,0,-1,1,0.064768,0.125,0.075,0.19123
0.021678,3.6442e-05,1,0,88.72,0,0,-1,1,0.065024,0.125,0.075,0.19098
0.021678,3.6442e-05,1,0,88.816,0,0,-1,1,0.06528,0.125,0.075,0.19072
0.021678,3.6442e-05,1,0,88.912,0,0,-1,1,0.065536,0.125,0.075,0.19046
0.021678,3.6442e-05,1,0,89.008,0,0,-1,1,0.065792,0.125,0.075,0.19021
0.021678,3.6442e-05,1,0,89.104,0,0,-1,1,0.066048,0.125,0.075,0.18995
0.021678,3.6442e-05,1,0,89.2,0,0,-1,1,0.066304,0.125,0.075,0.1897
0.021678,3.6442e-05,1,0,89.296,0,0,-1,1,0.06656,0.125,0.075,0.18944
0.021678,3.6442e-05,1,0,89.392,0,0,-1,1,0.066816,0.125,0.075,0.18918
0.021678,3.6442e-05,1,0,89.488,0,0,-1,1,0.067072,0.125,0.075,0.18893
0.021678,3.6442e-05,1,0,89.584,0,0,-1,1,0.067328,0.125,0.075,0.18867
0.021678,3.6442e-05,1,0,89.68,0,0,-1,1,0.067584,0.125,0.075,0.18842
0.021678,3.6442e-05,1,0,89.776,0,0,-1,1,0.06784,0.125,0.075,0.18816
0.021678,3.6442e-05,1,0,89.872,0,0,-1,1,0.068096,0.125,0.075,0.1879
0.021678,3.6442e-05,1,0,89.968,0,0,-1,1,0.068352,0.125,0.075,0.18765
0.021678,3.6442e-05,1,0,90.064,0,0,-1,1,0.068608,0.125,0.075,0.18739
0.021678,3.6442e-05,1,0,90.16,0,0,-1,1,0.068864,0.125,0.075,0.18714
0.021678,3.6442e-05,1,-3.2893e-16,90.256,-2.5165e-15,0,-1,1,0.06912,0.125,0.075,0.18688
0.021678,3.6442e-05,1,0,90.352,0,0,-1,1,0.069376,0.125,0.075,0.18662
0.021678,3.6442e-05,1,0,90.448,0,0,-1,1,0.069632,0.125,0.075,0.18637
0.021678,3.6442e-05,1,0,90.544,0,0,-1,1,0.069888,0.125,0.075,0.18611
0.021678,3.6442e-05,1,0,90.64,0,0,-1,1,0.070144,0.125,0.075,0.18586
0.021678,3.6442e-05,1,0,90.736,0,0,-1,1,0.0704,0.125,0.075,0.1856
0.021678,3.6442e-05,1,0,90.832,0,0,-1,1,0.070656,0.125,0.075,0.18534
0.021678,3.6442e-05,1,0,90.928,0,0,-1,1,0.070912,0.125,0.075,0.18509
0.021678,3.6442e-05,1,0,91.024,0,0,-1,1,0.071168,0.125,0.075,0.18483
0.021678,3.6442e-05,1,0,91.12,0,0,-1,1,0.071424,0.125,0.075,0.18458
0.021678,3.6442e-05,1,0,91.216,0,0,-1,1,0.07168,0.125,0.075,0.18432
0.021678,3.6442e-05,1,0,91.283,0,0,-1,1,0.071936,0.125,0.075,0.18406
0.021678,3.6442e-05,1,0,91.35,0,0,-1,1,0.072192,0.125,0.075,0.18381
0.021678,3.6442e-05,1,0,91.417,0,0,-1,1,0.072448,0.125,0.075,0.18355
0.021678,3.6442e-05,1,0,91.484,0,0,-1,1,0.072704,0.125,0.075,0.1833
0.021678,3.6442e-05,1,0,91.551,0,0,-1,1,0.07296,0.125,0.075,0.18304
0.021678,3.6442e-05,1,0,91.618,0,0,-1,1,0.073216,0.125,0.075,0.18278
0.021678,3.6442e-05,1,0,91.685,0,0,-1,1,0.073472,0.125,0.075,0.18253
0.021678,3.6442e-05,1,0,91.752,0,0,-1,1,0.073728,0.125,0.075,0.18227
0.021678,3.6442e-05,1,0,91.819,0,0,-1,1,0.073984,0.125,0.075,0.18202
0.021678,3.6442e-05,1,0,91.886,0,0,-1,1,0.07424,0.125,0.075,0.18176
0.021678,3.6442e-05,1,0,91.953,0,0,-1,1,0.074496,0.125,0.075,0.1815
0.021678,3.6442e-05,1,0,92.02,0,0,-1,1,0.074752,0.125,0.075,0.18125
0.021678,3.6442e-05,1,0,92.087,0,0,-1,1,0.075008,0.125,0.075,0.18099
0.021678,3.6442e-05,1,0,92.154,0,0,-1,1,0.075264,0.125,0.075,0.18074
0.021678,3.6442e-05,1,0,92.221,0,0,-1,1,0.07552,0.125,0.075,0.18048
0.021678,3.6442e-05,1,0,92.288,0,0,-1,1,0.075776,0.125,0.075,0.18022
0.021678,3.6442e-05,1,0,92.355,0,0,-1,1,0.076032,0.125,0.075,0.17997
0.021678,3.6442e-05,1,0,92.422,0,0,-1,1,0.076288,0.125,0.075,0.17971
0.021678,3.6442e-05,1,0,92.489,0,0,-1,1,0.076544,0.125,0.075,0.17946
0.021678,3.6442e-05,1,0,92.556,0,0,-1,1,0.0768,0.125,0.075,0.1792
0.021678,3.6442e-05,1,0,92.623,0,0,-1,1,0.077056,0.125,0.075,0.17894
0.021678,3.6442e-05,1,0,92.69,0,0,-1,1,0.077312,0.125,0.075,0.17869
0.021678,3.6442e-05,1,0,92.757,0,0,-1,1,0.077568,0.125,0.075,0.17843
0.021678,3.6442e-05,1,0,92.824,0,0,-1,1,0.077824,0.125,0.075,0.17818
0.021678,3.6442e-05,1,0,92.891,0,0,-1,1,0.07808,0.125,0.075,0.17792
0.021678,3.6442e-05,1,0,92.958,0,0,-1,1,0.078336,0.125,0.075,0.17766
0.021678,3.6442e-05,1,0,93.025,0,0,-1,1,0.078592,0.125,0.075,0.17741
0.021678,3.6442e-05,1,0,93.092,0,0,-1,1,0.078848,0.125,0.075,0.17715
0.021678,3.6442e-05,1,0,93.159,0,0,-1,1,0.079104,0.125,0.075,0.1769
0.021678,3.6442e-05,1,-3.2893e-16,93.226,-2.5165e-15,0,-1,1,0.07936,0.125,0.075,0.17664
0.021678,3.6442e-05,1,0,93.293,0,0,-1,1,0.079616,0.125,0.075,0.17638
0.021678,3.6442e-05,1,0,93.36,0,0,-1,1,0.079872,0.125,0.075,0.17613
0.021678,3.6442e-05,1,0,93.427,0,0,-1,1,0.080128,0.125,0.075,0.17587
0.021678,3.6442e-05,1,0,93.494,0,0,-1,1,0.080384,0.125,0.075,0.17562
0.021678,3.6442e-05,1,0,93.561,0,0,-1,1,0.08064,0.125,0.075,0.17536
0.021678,3.6442e-05,1,0,93.628,0,0,-1,1,0.080896,0.125,0.075,0.1751
0.021678,3.6442e-05,1,0,93.695,0,0,-1,1,0.081152,0.125,0.075,0.17485
0.021678,3.6442e-05,1,0,93.762,0,0,-1,1,0.081408,0.125,0.075,0.17459
0.021678,3.6442e-05,1,0,93.829,0,0,-1,1,0.081664,0.125,0.075,0.17434
0.021678,3.6442e-05,1,1.6446e-16,93.896,1.2582e-15,0,-1,1,0.08192,0.125,0.075,0.17408
0.021678,3.6442e-05,1,0,93.943,0,0,-1,1,0.082176,0.125,0.075,0.17382
0.021678,3.6442e-05,1,0,93.99,0,0,-1,1,0.082432,0.125,0.075,0.17357
0.021678,3.6442e-05,1,0,94.036,0,0,-1,1,0.082688,0.125,0.075,0.17331
0.021678,3.6442e-05,1,0,94.083,0,0,-1,1,0.082944,0.125,0.075,0.17306
0.021678,3.6442e-05,1,0,94.13,0,0,-1,1,0.0832,0.125,0.075,0.1728
0.021678,3.6442e-05,1,0,94.176,0,0,-1,1,0.083456,0.125,0.075,0.17254
0.021678,3.6442e-05,1,0,94.223,0,0,-1,1,0.083712,0.125,0.075,0.17229
0.021678,3.6442e-05,1,0,94.269,0,0,-1,1,0.083968,0.125,0.075,0.17203
0.021678,3.6442e-05,1,0,94.316,0,0,-1,1,0.084224,0.125,0.075,0.17178
0.021678,3.6442e-05,1,0,94.363,0,0,-1,1,0.08448,0.125,0.075,0.17152
0.021678,3.6442e-05,1,0,94.409,0,0,-1,1,0.084736,0.125,0.075,0.17126
0.021678,3.6442e-05,1,0,94.456,0,0,-1,1,0.084992,0.125,0.075,0.17101
0.021678,3.6442e-05,1,0,94.502,0,0,-1,1,0.085248,0.125,0.075,0.17075
0.021678,3.6442e-05,1,0,94.549,0,0,-1,1,0.085504,0.125,0.075,0.1705
0.021678,3.6442e-05,1,0,94.596,0,0,-1,1,0.08576,0.125,0.075,0.17024
0.021678,3.6442e-05,1,0,94.642,0,0,-1,1,0.086016,0.125,0.075,0.16998
0.021678,3.6442e-05,1,0,94.689,0,0,-1,1,0.086272,0.125,0.075,0.16973
0.021678,3.6442e-05,1,0,94.736,0,0,-1,1,0.086528,0.125,0.075,0.16947
0.021678,3.6442e-05,1,0,94.782,0,0,-1,1,0.086784,0.125,0.075,0.16922
0.021678,3.6442e-05,1,0,94.829,0,0,-1,1,0.08704,0.125,0.075,0.16896
0.021678,3.6442e-05,1,0,94.875,0,0,-1,1,0.087296,0.125,0.075,0.1687
0.021678,3.6442e-05,1,0,94.922,0,0,-1,1,0.087552,0.125,0.075,0.16845
0.021678,3.6442e-05,1,0,94.969,0,0,-1,1,0.087808,0.125,0.075,0.16819
0.021678,3.6442e-05,1,0,95.015,0,0,-1,1,0.088064,0.125,0.075,0.16794
0.021678,3.6442e-05,1,0,95.062,0,0,-1,1,0.08832,0.125,0.075,0.16768
0.021678,3.6442e-05,1,0,95.109,0,0,-1,1,0.088576,0.125,0.075,0.16742
0.021678,3.6442e-05,1,0,95.155,0,0,-1,1,0.088832,0.125,0.075,0.16717
0.021678,3.6442e-05,1,0,95.202,0,0,-1,1,0.089088,0.125,0.075,0.16691
0.021678,3.6442e-05,1,0,95.248,0,0,-1,1,0.089344,0.125,0.075,0.16666
0.021678,3.6442e-05,1,0,95.295,0,0,-1,1,0.0896,0.125,0.075,0.1664
0.021678,3.6442e-05,1,0,95.342,0,0,-1,1,0.089856,0.125,0.075,0.16614
0.021678,3.6442e-05,1,0,95.388,0,0,-1,1,0.090112,0.125,0.075,0.16589
0.021678,3.6442e-05,1,0,95.435,0,0,-1,1,0.090368,0.125,0.075,0.16563
0.021678,3.6442e-05,1,0,95.481,0,0,-1,1,0.090624,0.125,0.075,0.16538
0.021678,3.6442e-05,1,0,95.528,0,0,-1,1,0.09088,0.125,0.075,0.16512
0.021678,3.6442e-05,1,0,95.575,0,0,-1,1,0.091136,0.125,0.075,0.16486
0.021678,3.6442e-05,1,0,95.621,0,0,-1,1,0.091392,0.125,0.075,0.16461
0.021678,3.6442e-05,1,0,95.668,0,0,-1,1,0.091648,0.125,0.075,0.16435
0.021678,3.6442e-05,1,0,95.715,0,0,-1,1,0.091904,0.125,0.075,0.1641
0.021678,3.6442e-05,1,1.6446e-16,95.761,1.2582e-15,0,-1,1,0.09216,0.125,0.075,0.16384
0.021678,3.6442e-05,1,0,95.794,0,0,-1,1,0.092416,0.125,0.075,0.16358
0.021678,3.6442e-05,1,0,95.826,0,0,-1,1,0.092672,0.125,0.075,0.16333
0.021678,3.6442e-05,1,0,95.858,0,0,-1,1,0.092928,0.125,0.075,0.16307
0.021678,3.6442e-05,1,0,95.891,0,0,-1,1,0.093184,0.125,0.075,0.16282
0.021678,3.6442e-05,1,0,95.923,0,0,-1,1,0.09344,0.125,0.075,0.16256
0.021678,3.6442e-05,1,0,95.955,0,0,-1,1,0.093696,0.125,0.075,0.1623
0.021678,3.6442e-05,1,0,95.988,0,0,-1,1,0.093952,0.125,0.075,0.16205
0.021678,3.6442e-05,1,0,96.02,0,0,-1,1,0.094208,0.125,0.075,0.16179
0.021678,3.6442e-05,1,0,96.053,0,0,-1,1,0.094464,0.125,0.075,0.16154
0.021678,3.6442e-05,1,0,96.085,0,0,-1,1,0.09472,0.125,0.075,0.16128
0.021678,3.6442e-05,1,0,96.117,0,0,-1,1,0.094976,0.125,0.075,0.16102
0.021678,3.6442e-05,1,0,96.15,0,0,-1,1,0.095232,0.125,0.075,0.16077
0.021678,3.6442e-05,1,0,96.182,0,0,-1,1,0.095488,0.125,0.075,0.16051
0.021678,3.6442e-05,1,0,96.214,0,0,-1,1,0.095744,0.125,0.075,0.16026
0.021678,3.6442e-05,1,0,96.247,0,0,-1,1,0.096,0.125,0.075,0.16
0.021678,3.6442e-05,1,0,96.279,0,0,-1,1,0.096256,0.125,0.075,0.15974
0.021678,3.6442e-05,1,0,96.312,0,0,-1,1,0.096512,0.125,0.075,0.15949
0.021678,3.6442e-05,1,0,96.344,0,0,-1,1,0.096768,0.125,0.075,0.15923
0.021678,3.6442e-05,1,0,96.376,0,0,-1,1,0.097024,0.125,0.075,0.15898
0.021678,3.6442e-05,1,0,96.409,0,0,-1,1,0.09728,0.125,0.075,0.15872
0.021678,3.6442e-05,1,0,96.441,0,0,-1,1,0.097536,0.125,0.075,0.15846
0.021678,3.6442e-05,1,0,96.473,0,0,-1,1,0.097792,0.125,0.075,0.15821
0.021678,3.6442e-05,1,1.6446e-16,96.506,1.2582e-15,0,-1,1,0.098048,0.125,0.075,0.15795
0.021678,3.6442e-05,1,0,96.538,0,0,-1,1,0.098304,0.125,0.075,0.1577
0.021678,3.6442e-05,1,0,96.571,0,0,-1,1,0.09856,0.125,0.075,0.15744
0.021678,3.6442e-05,1,0,96.603,0,0,-1,1,0.098816,0.125,0.075,0.15718
0.021678,3.6442e-05,1,0,96.635,0,0,-1,1,0.099072,0.125,0.075,0.15693
0.021678,3.6442e-05,1,0,96.668,0,0,-1,1,0.099328,0.125,0.075,0.15667
0.021678,3.6442e-05,1,0,96.7,0,0,-1,1,0.099584,0.125,0.075,0.15642
0.021678,3.6442e-05,1,0,96.732,0,0,-1,1,0.09984,0.125,0.075,0.15616
0.021678,3.6442e-05,1,0,96.765,0,0,-1,1,0.1001,0.125,0.075,0.1559
0.021678,3.6442e-05,1,0,96.797,0,0,-1,1,0.10035,0.125,0.075,0.15565
0.021678,3.6442e-05,1,0,96.83,0,0,-1,1,0.10061,0.125,0.075,0.15539
0.021678,3.6442e-05,1,-3.2893e-16,96.862,-2.5165e-15,0,-1,1,0.10086,0.125,0.075,0.15514
0.021678,3.6442e-05,1,0,96.894,0,0,-1,1,0.10112,0.125,0.075,0.15488
0.021678,3.6442e-05,1,0,96.927,0,0,-1,1,0.10138,0.125,0.075,0.15462
0.021678,3.6442e-05,1,0,96.959,0,0,-1,1,0.10163,0.125,0.075,0.15437
0.021678,3.6442e-05,1,0,96.991,0,0,-1,1,0.10189,0.125,0.075,0.15411
0.021678,3.6442e-05,1,0,97.024,0,0,-1,1,0.10214,0.125,0.075,0.15386
0.021678,3.6442e-05,1,0,97.056,0,0,-1,1,0.1024,0.125,0.075,0.1536
0.021678,3.6442e-05,1,0,97.079,0,0,-1,1,0.10266,0.125,0.075,0.15334
0.021678,3.6442e-05,1,0,97.101,0,0,-1,1,0.10291,0.125,0.075,0.15309
0.021678,3.6442e-05,1,0,97.124,0,0,-1,1,0.10317,0.125,0.075,0.15283
0.021678,3.6442e-05,1,0,97.146,0,0,-1,1,0.10342,0.125,0.075,0.15258
0.021678,3.6442e-05,1,0,97.169,0,0,-1,1,0.10368,0.125,0.075,0.15232
0.021678,3.6442e-05,1,0,97.191,0,0,-1,1,0.10394,0.125,0.075,0.15206
0.021678,3.6442e-05,1,0,97.214,0,0,-1,1,0.10419,0.125,0.075,0.15181
0.021678,3.6442e-05,1,0,97.236,0,0,-1,1,0.10445,0.125,0.075,0.15155
0.021678,3.6442e-05,1,0,97.259,0,0,-1,1,0.1047,0.125,0.075,0.1513
0.021678,3.6442e-05,1,0,97.281,0,0,-1,1,0.10496,0.125,0.075,0.15104
0.021678,3.6442e-05,1,0,97.303,0,0,-1,1,0.10522,0.125,0.075,0.15078
0.021678,3.6442e-05,1,0,97.326,0,0,-1,1,0.10547,0.125,0.075,0.15053
0.021678,3.6442e-05,1,0,97.348,0,0,-1,1,0.10573,0.125,0.075,0.15027
0.021678,3.6442e-05,1,0,97.371,0,0,-1,1,0.10598,0.125,0.075,0.15002
0.021678,3.6442e-05,1,0,97.393,0,0,-1,1,0.10624,0.125,0.075,0.14976
0.021678,3.6442e-05,1,0,97.416,0,0,-1,1,0.1065,0.125,0.075,0.1495
0.021678,3.6442e-05,1,0,97.438,0,0,-1,1,0.10675,0.125,0.075,0.14925
0.021678,3.6442e-05,1,0,97.461,0,0,-1,1,0.10701,0.125,0.075,0.14899
0.021678,3.6442e-05,1,0,97.483,0,0,-1,1,0.10726,0.125,0.075,0.14874
0.021678,3.6442e-05,1,0,97.506,0,0,-1,1,0.10752,0.125,0.075,0.14848
0.021678,3.6442e-05,1,0,97.528,0,0,-1,1,0.10778,0.125,0.075,0.14822
0.021678,3.6442e-05,1,0,97.551,0,0,-1,1,0.10803,0.125,0.075,0.14797
0.021678,3.6442e-05,1,0,97.573,0,0,-1,1,0.10829,0.125,0.075,0.14771
0.021678,3.6442e-05,1,0,97.596,0,0,-1,1,0.10854,0.125,0.075,0.14746
0.021678,3.6442e-05,1,0,97.618,0,0,-1,1,0.1088,0.125,0.075,0.1472
0.021678,3.6442e-05,1,0,97.641,0,0,-1,1,0.10906,0.125,0.075,0.14694
0.021678,3.6442e-05,1,0,97.663,0,0,-1,1,0.10931,0.125,0.075,0.14669
0.021678,3.6442e-05,1,0,97.686,0,0,-1,1,0.10957,0.125,0.075,0.14643
0.021678,3.6442e-05,1,0,97.708,0,0,-1,1,0.10982,0.125,0.075,0.14618
0.021678,3.6442e-05,1,-3.2893e-16,97.73,-2.5165e-15,0,-1,1,0.11008,0.125,0.075,0.14592
0.021678,3.6442e-05,1,0,97.753,0,0,-1,1,0.11034,0.125,0.075,0.14566
0.021678,3.6442e-05,1,0,97.775,0,0,-1,1,0.11059,0.125,0.075,0.14541
0.021678,3.6442e-05,1,0,97.798,0,0,-1,1,0.11085,0.125,0.075,0.14515
0.021678,3.6442e-05,1,0,97.82,0,0,-1,1,0.1111,0.125,0.075,0.1449
0.021678,3.6442e-05,1,0,97.843,0,0,-1,1,0.11136,0.125,0.075,0.14464
0.021678,3.6442e-05,1,0,97.865,0,0,-1,1,0.11162,0.125,0.075,0.14438
0.021678,3.6442e-05,1,0,97.888,0,0,-1,1,0.11187,0.125,0.075,0.14413
0.021678,3.6442e-05,1,0,97.91,0,0,-1,1,0.11213,0.125,0.075,0.14387
0.021678,3.6442e-05,1,0,97.933,0,0,-1,1,0.11238,0.125,0.075,0.14362
0.021678,3.6442e-05,1,0,97.955,0,0,-1,1,0.11264,0.125,0.075,0.14336
0.021678,3.6442e-05,1,0,97.971,0,0,-1,1,0.1129,0.125,0.075,0.1431
0.021678,3.6442e-05,1,0,97.986,0,0,-1,1,0.11315,0.125,0.075,0.14285
0.021678,3.6442e-05,1,0,98.002,0,0,-1,1,0.11341,0.125,0.075,0.14259
0.021678,3.6442e-05,1,0,98.018,0,0,-1,1,0.11366,0.125,0.075,0.14234
0.021678,3.6442e-05,1,0,98.033,0,0,-1,1,0.11392,0.125,0.075,0.14208
0.021678,3.6442e-05,1,0,98.049,0,0,-1,1,0.11418,0.125,0.075,0.14182
0.021678,3.6442e-05,1,0,98.064,0,0,-1,1,0.11443,0.125,0.075,0.14157
0.021678,3.6442e-05,1,0,98.08,0,0,-1,1,0.11469,0.125,0.075,0.14131
0.021678,3.6442e-05,1,0,98.096,0,0,-1,1,0.11494,0.125,0.075,0.14106
0.021678,3.6442e-05,1,0,98.111,0,0,-1,1,0.1152,0.125,0.075,0.1408
0.021678,3.6442e-05,1,0,98.127,0,0,-1,1,0.11546,0.125,0.075,0.14054
0.021678,3.6442e-05,1,0,98.142,0,0,-1,1,0.11571,0.125,0.075,0.14029
0.021678,3.6442e-05,1,0,98.158,0,0,-1,1,0.11597,0.125,0.075,0.14003
0.021678,3.6442e-05,1,0,98.174,0,0,-1,1,0.11622,0.125,0.075,0.13978
0.021678,3.6442e-05,1,0,98.189,0,0,-1,1,0.11648,0.125,0.075,0.13952
0.021678,3.6442e-05,1,0,98.205,0,0,-1,1,0.11674,0.125,0.075,0.13926
0.021678,3.6442e-05,1,0,98.22,0,0,-1,1,0.11699,0.125,0.075,0.13901
0.021678,3.6442e-05,1,0,98.236,0,0,-1,1,0.11725,0.125,0.075,0.13875
0.021678,3.6442e-05,1,0,98.252,0,0,-1,1,0.1175,0.125,0.075,0.1385
0.021678,3.6442e-05,1,0,98.267,0,0,-1,1,0.11776,0.125,0.075,0.13824
0.021678,3.6442e-05,1,0,98.283,0,0,-1,1,0.11802,0.125,0.075,0.13798
0.021678,3.6442e-05,1,0,98.298,0,0,-1,1,0.11827,0.125,0.075,0.13773
0.021678,3.6442e-05,1,0,98.314,0,0,-1,1,0.11853,0.125,0.075,0.13747
0.021678,3.6442e-05,1,0,98.33,0,0,-1,1,0.11878,0.125,0.075,0.13722
0.021678,3.6442e-05,1,0,98.345,0,0,-1,1,0.11904,0.125,0.075,0.13696
0.021678,3.6442e-05,1,0,98.361,0,0,-1,1,0.1193,0.125,0.075,0.1367
0.021678,3.6442e-05,1,0,98.376,0,0,-1,1,0.11955,0.125,0.075,0.13645
0.021678,3.6442e-05,1,0,98.392,0,0,-1,1,0.11981,0.125,0.075,0.13619
0.021678,3.6442e-05,1,0,98.408,0,0,-1,1,0.12006,0.125,0.075,0.13594
0.021678,3.6442e-05,1,-3.2893e-16,98.423,-2.5165e-15,0,-1,1,0.12032,0.125,0.075,0.13568
0.021678,3.6442e-05,1,0,98.439,0,0,-1,1,0.12058,0.125,0.075,0.13542
0.021678,3.6442e-05,1,0,98.454,0,0,-1,1,0.12083,0.125,0.075,0.13517
0.021678,3.6442e-05,1,0,98.47,0,0,-1,1,0.12109,0.125,0.075,0.13491
0.021678,3.6442e-05,1,0,98.486,0,0,-1,1,0.12134,0.125,0.075,0.13466
0.021678,3.6442e-05,1,0,98.501,0,0,-1,1,0.1216,0.125,0.075,0.1344
0.021678,3.6442e-05,1,0,98.517,0,0,-1,1,0.12186,0.125,0.075,0.13414
0.021678,3.6442e-05,1,0,98.532,0,0,-1,1,0.12211,0.125,0.075,0.13389
0.021678,3.6442e-05,1,0,98.548,0,0,-1,1,0.12237,0.125,0.075,0.13363
0.021678,3.6442e-05,1,0,98.564,0,0,-1,1,0.12262,0.125,0.075,0.13338
0.021678,3.6442e-05,1,0,98.579,0,0,-1,1,0.12288,0.125,0.075,0.13312
0.021678,3.6442e-05,1,0,98.59,0,0,-1,1,0.12314,0.125,0.075,0.13286
0.021678,3.6442e-05,1,0,98.601,0,0,-1,1,0.12339,0.125,0.075,0.13261
0.021678,3.6442e-05,1,0,98.612,0,0,-1,1,0.12365,0.125,0.075,0.13235
0.021678,3.6442e-05,1,0,98.622,0,0,-1,1,0.1239,0.125,0.075,0.1321
0.021678,3.6442e-05,1,0,98.633,0,0,-1,1,0.12416,0.125,0.075,0.13184
0.021678,3.6442e-05,1,0,98.644,0,0,-1,1,0.12442,0.125,0.075,0.13158
0.021678,3.6442e-05,1,0,98.655,0,0,-1,1,0.12467,0.125,0.075,0.13133
0.021678,3.6442e-05,1,0,98.666,0,0,-1,1,0.12493,0.125,0.075,0.13107
0.021678,3.6442e-05,1,0,98.677,0,0,-1,1,0.12518,0.125,0.075,0.13082
0.021678,3.6442e-05,1,0,98.687,0,0,-1,1,0.12544,0.125,0.075,0.13056
0.021678,3.6442e-05,1,0,98.698,0,0,-1,1,0.1257,0.125,0.075,0.1303
0.021678,3.6442e-05,1,0,98.709,0,0,-1,1,0.12595,0.125,0.075,0.13005
0.021678,3.6442e-05,1,0,98.72,0,0,-1,1,0.12621,0.125,0.075,0.12979
0.021678,3.6442e-05,1,0,98.731,0,0,-1,1,0.12646,0.125,0.075,0.12954
0.021678,3.6442e-05,1,0,98.742,0,0,-1,1,0.12672,0.125,0.075,0.12928
0.021678,3.6442e-05,1,0,98.752,0,0,-1,1,0.12698,0.125,0.075,0.12902
0.021678,3.6442e-05,1,0,98.763,0,0,-1,1,0.12723,0.125,0.075,0.12877
0.021678,3.6442e-05,1,0,98.774,0,0,-1,1,0.12749,0.125,0.075,0.12851
